ID,Project ID,Controller,Module,IOChannel,SoftwareTag,PointDescription,InstallCheck1,InstallCheck2,InstallCheck3,CommCheck1,CommCheck2,Notes
519893,34,CSM-ACU-MB-CL-01,NA,Alarm,CSM-ACU-MB-CL-06_Alarm,Alarm State,Pass,Pass,Pass,Pass,Pass,
519896,34,CSM-ACU-MB-CL-01,NA,Fan Speed,CSM-ACU-MB-CL-06_Fan Speed,High/ Low,Pass,Pass,Pass,Pass,Pass,
519897,34,CSM-ACU-MB-CL-01,NA,Opeation Mode,CSM-ACU-MB-CL-06_Opeation Mode,Heat/Cool/Fan Mode,Pass,Pass,Pass,Pass,Pass,
519898,34,CSM-ACU-MB-CL-01,NA,SetPoint,CSM-ACU-MB-CL-06_SetPoint,Set Point Write,Pass,Pass,Pass,Pass,Pass,
519899,34,CSM-ACU-MB-CL-01,NA,Ss,CSM-ACU-MB-CL-06_Ss,MSSB Fan Start Stop,Pass,Pass,Pass,Pass,Pass,
519900,34,CSM-ACU-MB-CL-01,NA,Sts,CSM-ACU-MB-CL-06_Sts,MSSB Fan Status,Pass,Pass,Pass,Pass,Pass,
519901,34,CSM-ACU-MB-CL-01,NA,ZnTmp,CSM-ACU-MB-CL-06_ZnTmp,Temp from HLI,Pass,Pass,Pass,Pass,Pass,
519894,34,CSM-ACU-MB-CL-01,Schneider Smartlink,CbSts,CSM-ACU-MB-CL-06_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519895,34,CSM-ACU-MB-CL-01,Schneider Smartlink,CbTrip,CSM-ACU-MB-CL-06_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519857,34,CSM-ACU-MB-CL-02,NA,Alarm,CSM-ACU-MB-CL-02_Alarm,Alarm State,Pass,Pass,Pass,Pass,Pass,
519860,34,CSM-ACU-MB-CL-02,NA,Fan Speed,CSM-ACU-MB-CL-02_Fan Speed,High/ Low,Pass,Pass,Pass,Pass,Pass,
519861,34,CSM-ACU-MB-CL-02,NA,Opeation Mode,CSM-ACU-MB-CL-02_Opeation Mode,Heat/Cool/Fan Mode,Pass,Pass,Pass,Pass,Pass,
519862,34,CSM-ACU-MB-CL-02,NA,SetPoint,CSM-ACU-MB-CL-02_SetPoint,Set Point Write,Pass,Pass,Pass,Pass,Pass,
519863,34,CSM-ACU-MB-CL-02,NA,Ss,CSM-ACU-MB-CL-02_Ss,MSSB Fan Start Stop,Pass,Pass,Pass,Pass,Pass,
519864,34,CSM-ACU-MB-CL-02,NA,Sts,CSM-ACU-MB-CL-02_Sts,MSSB Fan Status,Pass,Pass,Pass,Pass,Pass,
519865,34,CSM-ACU-MB-CL-02,NA,ZnTmp,CSM-ACU-MB-CL-02_ZnTmp,Temp from HLI,Pass,Pass,Pass,Pass,Pass,
519858,34,CSM-ACU-MB-CL-02,Schneider Smartlink,CbSts,CSM-ACU-MB-CL-02_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519859,34,CSM-ACU-MB-CL-02,Schneider Smartlink,CbTrip,CSM-ACU-MB-CL-02_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519866,34,CSM-ACU-MB-CL-03,NA,Alarm,CSM-ACU-MB-CL-03_Alarm,Alarm State,Pass,Pass,Pass,Pass,Pass,
519869,34,CSM-ACU-MB-CL-03,NA,Fan Speed,CSM-ACU-MB-CL-03_Fan Speed,High/ Low,Pass,Pass,Pass,Pass,Pass,
519870,34,CSM-ACU-MB-CL-03,NA,Opeation Mode,CSM-ACU-MB-CL-03_Opeation Mode,Heat/Cool/Fan Mode,Pass,Pass,Pass,Pass,Pass,
519871,34,CSM-ACU-MB-CL-03,NA,SetPoint,CSM-ACU-MB-CL-03_SetPoint,Set Point Write,Pass,Pass,Pass,Pass,Pass,
519872,34,CSM-ACU-MB-CL-03,NA,Ss,CSM-ACU-MB-CL-03_Ss,MSSB Fan Start Stop,Pass,Pass,Pass,Pass,Pass,
519873,34,CSM-ACU-MB-CL-03,NA,Sts,CSM-ACU-MB-CL-03_Sts,MSSB Fan Status,Pass,Pass,Pass,Pass,Pass,
519874,34,CSM-ACU-MB-CL-03,NA,ZnTmp,CSM-ACU-MB-CL-03_ZnTmp,Temp from HLI,Pass,Pass,Pass,Pass,Pass,
519867,34,CSM-ACU-MB-CL-03,Schneider Smartlink,CbSts,CSM-ACU-MB-CL-03_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519868,34,CSM-ACU-MB-CL-03,Schneider Smartlink,CbTrip,CSM-ACU-MB-CL-03_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519875,34,CSM-ACU-MB-CL-04,NA,Alarm,CSM-ACU-MB-CL-04_Alarm,Alarm State,Pass,Pass,Pass,Pass,Pass,
519878,34,CSM-ACU-MB-CL-04,NA,Fan Speed,CSM-ACU-MB-CL-04_Fan Speed,High/ Low,Pass,Pass,Pass,Pass,Pass,
519879,34,CSM-ACU-MB-CL-04,NA,Opeation Mode,CSM-ACU-MB-CL-04_Opeation Mode,Heat/Cool/Fan Mode,Pass,Pass,Pass,Pass,Pass,
519880,34,CSM-ACU-MB-CL-04,NA,SetPoint,CSM-ACU-MB-CL-04_SetPoint,Set Point Write,Pass,Pass,Pass,Pass,Pass,
519881,34,CSM-ACU-MB-CL-04,NA,Ss,CSM-ACU-MB-CL-04_Ss,MSSB Fan Start Stop,Pass,Pass,Pass,Pass,Pass,
519882,34,CSM-ACU-MB-CL-04,NA,Sts,CSM-ACU-MB-CL-04_Sts,MSSB Fan Status,Pass,Pass,Pass,Pass,Pass,
519883,34,CSM-ACU-MB-CL-04,NA,ZnTmp,CSM-ACU-MB-CL-04_ZnTmp,Temp from HLI,Pass,Pass,Pass,Pass,Pass,
519876,34,CSM-ACU-MB-CL-04,Schneider Smartlink,CbSts,CSM-ACU-MB-CL-04_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519877,34,CSM-ACU-MB-CL-04,Schneider Smartlink,CbTrip,CSM-ACU-MB-CL-04_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519884,34,CSM-ACU-MB-CL-05,NA,Alarm,CSM-ACU-MB-CL-05_Alarm,Alarm State,Pass,Pass,Pass,Pass,Pass,
519887,34,CSM-ACU-MB-CL-05,NA,Fan Speed,CSM-ACU-MB-CL-05_Fan Speed,High/ Low,Pass,Pass,Pass,Pass,Pass,
519888,34,CSM-ACU-MB-CL-05,NA,Opeation Mode,CSM-ACU-MB-CL-05_Opeation Mode,Heat/Cool/Fan Mode,Pass,Pass,Pass,Pass,Pass,
519889,34,CSM-ACU-MB-CL-05,NA,SetPoint,CSM-ACU-MB-CL-05_SetPoint,Set Point Write,Pass,Pass,Pass,Pass,Pass,
519890,34,CSM-ACU-MB-CL-05,NA,Ss,CSM-ACU-MB-CL-05_Ss,MSSB Fan Start Stop,Pass,Pass,Pass,Pass,Pass,
519891,34,CSM-ACU-MB-CL-05,NA,Sts,CSM-ACU-MB-CL-05_Sts,MSSB Fan Status,Pass,Pass,Pass,Pass,Pass,
519892,34,CSM-ACU-MB-CL-05,NA,ZnTmp,CSM-ACU-MB-CL-05_ZnTmp,Temp from HLI,Pass,Pass,Pass,Pass,Pass,
519885,34,CSM-ACU-MB-CL-05,Schneider Smartlink,CbSts,CSM-ACU-MB-CL-05_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519886,34,CSM-ACU-MB-CL-05,Schneider Smartlink,CbTrip,CSM-ACU-MB-CL-05_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519902,34,CSM-ADC-MB-IP-01,NA,AlmFan,CSM-ADC-MB-IP-01_AlmFan,General Fan alarm,Pass,Pass,Pass,Pass,Pass,
519903,34,CSM-ADC-MB-IP-01,NA,AlmPump,CSM-ADC-MB-IP-01_AlmPump,Pump stops and float not made alarm,Pass,Pass,Pass,Pass,Pass,
519906,34,CSM-ADC-MB-IP-01,NA,FanKw,CSM-ADC-MB-IP-01_FanKw,Fan kW Consumption,Pass,Pass,Pass,Pass,Pass,
519907,34,CSM-ADC-MB-IP-01,NA,FanSpd,CSM-ADC-MB-IP-01_FanSpd,Fan Speed,Pass,Pass,Pass,Pass,Pass,
519908,34,CSM-ADC-MB-IP-01,NA,LvgCwTmp,CSM-ADC-MB-IP-01_LvgCwTmp,Leaving Water Temperature °C,Pass,Pass,Pass,Pass,Pass,
519909,34,CSM-ADC-MB-IP-01,NA,LvgCwTmpSp,CSM-ADC-MB-IP-01_LvgCwTmpSp,Leaving Water Temperature Set Point °C,Pass,Pass,Pass,Pass,Pass,
519910,34,CSM-ADC-MB-IP-01,NA,MkupWtrFail,CSM-ADC-MB-IP-01_MkupWtrFail,Make up water system fail,Pass,Pass,Pass,Pass,Pass,
519911,34,CSM-ADC-MB-IP-01,NA,OatSenFlt,CSM-ADC-MB-IP-01_OatSenFlt,Outside air temp sensor failure,Pass,Pass,Pass,Pass,Pass,
519912,34,CSM-ADC-MB-IP-01,NA,PumpFail,CSM-ADC-MB-IP-01_PumpFail,Pump Proving did not occur,Pass,Pass,Pass,Pass,Pass,
519913,34,CSM-ADC-MB-IP-01,NA,UnitKw,CSM-ADC-MB-IP-01_UnitKw,Unit kW Consumption,Pass,Pass,Pass,Pass,Pass,
519904,34,CSM-ADC-MB-IP-01,Schneider Smartlink,CbSts,CSM-ADC-MB-IP-01_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519905,34,CSM-ADC-MB-IP-01,Schneider Smartlink,CbTrip,CSM-ADC-MB-IP-01_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519914,34,CSM-ADC-MB-IP-02,NA,AlmFan,CSM-ADC-MB-IP-02_AlmFan,General Fan alarm,Pass,Pass,Pass,Pass,Pass,
519915,34,CSM-ADC-MB-IP-02,NA,AlmPump,CSM-ADC-MB-IP-02_AlmPump,Pump stops and float not made alarm,Pass,Pass,Pass,Pass,Pass,
519918,34,CSM-ADC-MB-IP-02,NA,FanKw,CSM-ADC-MB-IP-02_FanKw,Fan kW Consumption,Pass,Pass,Pass,Pass,Pass,
519919,34,CSM-ADC-MB-IP-02,NA,FanSpd,CSM-ADC-MB-IP-02_FanSpd,Fan Speed,Pass,Pass,Pass,Pass,Pass,
519920,34,CSM-ADC-MB-IP-02,NA,LvgCwTmp,CSM-ADC-MB-IP-02_LvgCwTmp,Leaving Water Temperature °C,Pass,Pass,Pass,Pass,Pass,
519921,34,CSM-ADC-MB-IP-02,NA,LvgCwTmpSp,CSM-ADC-MB-IP-02_LvgCwTmpSp,Leaving Water Temperature Set Point °C,Pass,Pass,Pass,Pass,Pass,
519922,34,CSM-ADC-MB-IP-02,NA,MkupWtrFail,CSM-ADC-MB-IP-02_MkupWtrFail,Make up water system fail,Pass,Pass,Pass,Pass,Pass,
519923,34,CSM-ADC-MB-IP-02,NA,OatSenFlt,CSM-ADC-MB-IP-02_OatSenFlt,Outside air temp sensor failure,Pass,Pass,Pass,Pass,Pass,
519924,34,CSM-ADC-MB-IP-02,NA,PumpFail,CSM-ADC-MB-IP-02_PumpFail,Pump Proving did not occur,Pass,Pass,Pass,Pass,Pass,
519925,34,CSM-ADC-MB-IP-02,NA,UnitKw,CSM-ADC-MB-IP-02_UnitKw,Unit kW Consumption,Pass,Pass,Pass,Pass,Pass,
519916,34,CSM-ADC-MB-IP-02,Schneider Smartlink,CbSts,CSM-ADC-MB-IP-02_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519917,34,CSM-ADC-MB-IP-02,Schneider Smartlink,CbTrip,CSM-ADC-MB-IP-02_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519926,34,CSM-ADC-MB-IP-03,NA,AlmFan,CSM-ADC-MB-IP-03_AlmFan,General Fan alarm,Pass,Pass,Pass,Pass,Pass,
519927,34,CSM-ADC-MB-IP-03,NA,AlmPump,CSM-ADC-MB-IP-03_AlmPump,Pump stops and float not made alarm,Pass,Pass,Pass,Pass,Pass,
519930,34,CSM-ADC-MB-IP-03,NA,FanKw,CSM-ADC-MB-IP-03_FanKw,Fan kW Consumption,Pass,Pass,Pass,Pass,Pass,
519931,34,CSM-ADC-MB-IP-03,NA,FanSpd,CSM-ADC-MB-IP-03_FanSpd,Fan Speed,Pass,Pass,Pass,Pass,Pass,
519932,34,CSM-ADC-MB-IP-03,NA,LvgCwTmp,CSM-ADC-MB-IP-03_LvgCwTmp,Leaving Water Temperature °C,Pass,Pass,Pass,Pass,Pass,
519933,34,CSM-ADC-MB-IP-03,NA,LvgCwTmpSp,CSM-ADC-MB-IP-03_LvgCwTmpSp,Leaving Water Temperature Set Point °C,Pass,Pass,Pass,Pass,Pass,
519934,34,CSM-ADC-MB-IP-03,NA,MkupWtrFail,CSM-ADC-MB-IP-03_MkupWtrFail,Make up water system fail,Pass,Pass,Pass,Pass,Pass,
519935,34,CSM-ADC-MB-IP-03,NA,OatSenFlt,CSM-ADC-MB-IP-03_OatSenFlt,Outside air temp sensor failure,Pass,Pass,Pass,Pass,Pass,
519936,34,CSM-ADC-MB-IP-03,NA,PumpFail,CSM-ADC-MB-IP-03_PumpFail,Pump Proving did not occur,Pass,Pass,Pass,Pass,Pass,
519937,34,CSM-ADC-MB-IP-03,NA,UnitKw,CSM-ADC-MB-IP-03_UnitKw,Unit kW Consumption,Pass,Pass,Pass,Pass,Pass,
519928,34,CSM-ADC-MB-IP-03,Schneider Smartlink,CbSts,CSM-ADC-MB-IP-03_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519929,34,CSM-ADC-MB-IP-03,Schneider Smartlink,CbTrip,CSM-ADC-MB-IP-03_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519938,34,CSM-ADC-MB-IP-04,NA,AlmFan,CSM-ADC-MB-IP-04_AlmFan,General Fan alarm,Pass,Pass,Pass,Pass,Pass,
519939,34,CSM-ADC-MB-IP-04,NA,AlmPump,CSM-ADC-MB-IP-04_AlmPump,Pump stops and float not made alarm,Pass,Pass,Pass,Pass,Pass,
519942,34,CSM-ADC-MB-IP-04,NA,FanKw,CSM-ADC-MB-IP-04_FanKw,Fan kW Consumption,Pass,Pass,Pass,Pass,Pass,
519943,34,CSM-ADC-MB-IP-04,NA,FanSpd,CSM-ADC-MB-IP-04_FanSpd,Fan Speed,Pass,Pass,Pass,Pass,Pass,
519944,34,CSM-ADC-MB-IP-04,NA,LvgCwTmp,CSM-ADC-MB-IP-04_LvgCwTmp,Leaving Water Temperature °C,Pass,Pass,Pass,Pass,Pass,
519945,34,CSM-ADC-MB-IP-04,NA,LvgCwTmpSp,CSM-ADC-MB-IP-04_LvgCwTmpSp,Leaving Water Temperature Set Point °C,Pass,Pass,Pass,Pass,Pass,
519946,34,CSM-ADC-MB-IP-04,NA,MkupWtrFail,CSM-ADC-MB-IP-04_MkupWtrFail,Make up water system fail,Pass,Pass,Pass,Pass,Pass,
519947,34,CSM-ADC-MB-IP-04,NA,OatSenFlt,CSM-ADC-MB-IP-04_OatSenFlt,Outside air temp sensor failure,Pass,Pass,Pass,Pass,Pass,
519948,34,CSM-ADC-MB-IP-04,NA,PumpFail,CSM-ADC-MB-IP-04_PumpFail,Pump Proving did not occur,Pass,Pass,Pass,Pass,Pass,
519949,34,CSM-ADC-MB-IP-04,NA,UnitKw,CSM-ADC-MB-IP-04_UnitKw,Unit kW Consumption,Pass,Pass,Pass,Pass,Pass,
519940,34,CSM-ADC-MB-IP-04,Schneider Smartlink,CbSts,CSM-ADC-MB-IP-04_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519941,34,CSM-ADC-MB-IP-04,Schneider Smartlink,CbTrip,CSM-ADC-MB-IP-04_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519952,34,CSM-AHU-MB-B1-01,NA,VsdAmps,CSM-AHU-MB-B1-01_VsdAmps,Variable Speed Drive Current,Pass,Pass,Pass,Pass,Pass,
519953,34,CSM-AHU-MB-B1-01,NA,VsdEnab,CSM-AHU-MB-B1-01_VsdEnab,Variable Speed Drive Enable,Pass,Pass,Pass,Pass,Pass,
519954,34,CSM-AHU-MB-B1-01,NA,VsdFlt,CSM-AHU-MB-B1-01_VsdFlt,Variable Speed Drive Fault,Pass,Pass,Pass,Pass,Pass,
519955,34,CSM-AHU-MB-B1-01,NA,VsdFreq,CSM-AHU-MB-B1-01_VsdFreq,Variable Speed Drive Frequency,Pass,Pass,Pass,Pass,Pass,
519956,34,CSM-AHU-MB-B1-01,NA,VsdKw,CSM-AHU-MB-B1-01_VsdKw,Variable Speed Drive Power Output,Pass,Pass,Pass,Pass,Pass,
519957,34,CSM-AHU-MB-B1-01,NA,VsdSpdCtl,CSM-AHU-MB-B1-01_VsdSpdCtl,Variable Speed Drive Speed Control,Pass,Pass,Pass,Pass,Pass,
519958,34,CSM-AHU-MB-B1-01,NA,VsdSpdFb,CSM-AHU-MB-B1-01_VsdSpdFb,Variable Speed Drive Speed Feedback,Pass,Pass,Pass,Pass,Pass,
519959,34,CSM-AHU-MB-B1-01,NA,VsdSts,CSM-AHU-MB-B1-01_VsdSts,Variable Speed Drive Status,Pass,Pass,Pass,Pass,Pass,
519950,34,CSM-AHU-MB-B1-01,Schneider Smartlink,CbSts,CSM-AHU-MB-B1-01_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519951,34,CSM-AHU-MB-B1-01,Schneider Smartlink,CbTrip,CSM-AHU-MB-B1-01_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
519962,34,CSM-AHU-MB-B1-02,NA,VsdAmps,CSM-AHU-MB-B1-02_VsdAmps,Variable Speed Drive Current,Pass,Pass,Pass,Pass,Pass,
519963,34,CSM-AHU-MB-B1-02,NA,VsdEnab,CSM-AHU-MB-B1-02_VsdEnab,Variable Speed Drive Enable,Pass,Pass,Pass,Pass,Pass,
519964,34,CSM-AHU-MB-B1-02,NA,VsdFlt,CSM-AHU-MB-B1-02_VsdFlt,Variable Speed Drive Fault,Pass,Pass,Pass,Pass,Pass,
519965,34,CSM-AHU-MB-B1-02,NA,VsdFreq,CSM-AHU-MB-B1-02_VsdFreq,Variable Speed Drive Frequency,Pass,Pass,Pass,Pass,Pass,
519966,34,CSM-AHU-MB-B1-02,NA,VsdKw,CSM-AHU-MB-B1-02_VsdKw,Variable Speed Drive Power Output,Pass,Pass,Pass,Pass,Pass,
519967,34,CSM-AHU-MB-B1-02,NA,VsdSpdCtl,CSM-AHU-MB-B1-02_VsdSpdCtl,Variable Speed Drive Speed Control,Pass,Pass,Pass,Pass,Pass,
519968,34,CSM-AHU-MB-B1-02,NA,VsdSpdFb,CSM-AHU-MB-B1-02_VsdSpdFb,Variable Speed Drive Speed Feedback,Pass,Pass,Pass,Pass,Pass,
519969,34,CSM-AHU-MB-B1-02,NA,VsdSts,CSM-AHU-MB-B1-02_VsdSts,Variable Speed Drive Status,Pass,Pass,Pass,Pass,Pass,
519960,34,CSM-AHU-MB-B1-02,Schneider Smartlink,CbSts,CSM-AHU-MB-B1-02_CbSts,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
519961,34,CSM-AHU-MB-B1-02,Schneider Smartlink,CbTrip,CSM-AHU-MB-B1-02_CbTrip,Circuit Breaker Trip,Pass,Pass,Pass,Pass,Pass,
429977,34,CSMBMSB101-AS001,S03DI16,DI1,MSB01_Inc01CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
429300,34,CSMBMSB101-AS001,S03DI16,DI10,CSM-FCU-MB-B3-01_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429301,34,CSMBMSB101-AS001,S03DI16,DI11,CSM-FCU-MB-B3-01_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429303,34,CSMBMSB101-AS001,S03DI16,DI12,CSM-FCU-MB-B3-01_SaDmpFbOpen,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429181,34,CSMBMSB101-AS001,S03DI16,DI13,CSM-FCU-MB-B1-01_SaDmpFbOpen02,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429179,34,CSMBMSB101-AS001,S03DI16,DI15,CSM-FCU-MB-B1-01_SaDmp02_Man,Damper in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429178,34,CSMBMSB101-AS001,S03DI16,DI16,CSM-FCU-MB-B1-01_SaDmp02_Auto,Damper in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429979,34,CSMBMSB101-AS001,S03DI16,DI2,MSB02_Inc01CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
429978,34,CSMBMSB101-AS001,S03DI16,DI3,MSB01_Inc02CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
429980,34,CSMBMSB101-AS001,S03DI16,DI4,MSB02_Inc02CB,Circuit Breaker Status,Pass,Pass,Pass,Pass,Pass,
429177,34,CSMBMSB101-AS001,S03DI16,DI5,CSM-FCU-MB-B1-01_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429175,34,CSMBMSB101-AS001,S03DI16,DI6,CSM-FCU-MB-B1-01_Auto,Unit in Auto Mode,Pass,Pass,Pass,Pass,Pass,
429176,34,CSMBMSB101-AS001,S03DI16,DI7,CSM-FCU-MB-B1-01_Flt,Unit Fault via MSSB,Pass,Pass,Pass,Pass,Pass,
429180,34,CSMBMSB101-AS001,S03DI16,DI8,CSM-FCU-MB-B1-01_SaDmpFbOpen01,Supply Air Damper Feedback Open,Pass,Pass,Pass,Pass,Pass,
429302,34,CSMBMSB101-AS001,S03DI16,DI9,CSM-FCU-MB-B3-01_Man,Unit in Manual Mode,Pass,Pass,Pass,Pass,Pass,
429172,34,CSMBMSB101-AS001,S04UI16,UI10,CSM-FCU-MB-B1-01_ZnTmp2,Zone Temperature Tx Rm 2,Pass,Pass,Pass,Pass,Pass,
429168,34,CSMBMSB101-AS001,S04UI16,UI11,CSM-FCU-MB-B1-01_SaTmp,Supply Air Temperature,Pass,Pass,Pass,Pass,Pass,
429170,34,CSMBMSB101-AS001,S04UI16,UI12,CSM-FCU-MB-B1-01_ZnH2,Zone Hydrogen Level,Pass,Pass,Pass,Pass,Pass,
430024,34,CSMBMSB101-AS001,S04UI16,UI13,MetroWtrMtr,Metro Main Water Meter,Pass,Pass,Pass,Pass,Pass,
429169,34,CSMBMSB101-AS001,S04UI16,UI6,CSM-FCU-MB-B1-01_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429167,34,CSMBMSB101-AS001,S04UI16,UI7,CSM-FCU-MB-B1-01_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429166,34,CSMBMSB101-AS001,S04UI16,UI8,CSM-FCU-MB-B1-01_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429171,34,CSMBMSB101-AS001,S04UI16,UI9,CSM-FCU-MB-B1-01_ZnTmp1,Zone Temperature Tx Rm 1,Pass,Pass,Pass,Pass,Pass,
429296,34,CSMBMSB101-AS001,S05UI16,UI1,CSM-FCU-MB-B3-01_StsPress,Unit Status by Pressure,Pass,Pass,Pass,Pass,Pass,
429294,34,CSMBMSB101-AS001,S05UI16,UI2,CSM-FCU-MB-B3-01_FltrDp,Filter Diff Pressure,Pass,Pass,Pass,Pass,Pass,
429293,34,CSMBMSB101-AS001,S05UI16,UI3,CSM-FCU-MB-B3-01_ChwVlvFb,Chilled Water Valve Feedback,Pass,Pass,Pass,Pass,Pass,
429297,34,CSMBMSB101-AS001,S05UI16,UI4,CSM-FCU-MB-B3-01_ZnTmp,Zone Temperature,Pass,Pass,Pass,Pass,Pass,
429295,34,CSMBMSB101-AS001,S05UI16,UI5,CSM-FCU-MB-B3-01_SaTmp,Supply Air Temperature,Pass,Pass,Pass,Pass,Pass,
428762,34,CSMBMSB101-AS001,S05UI16,UI6,CSMBMSB101-AS001_LSTmp1,,Pass,Pass,Pass,Pass,Pass,
428763,34,CSMBMSB101-AS001,S05UI16,UI7,CSMBMSB101-AS001_LSTmp2,,Pass,Pass,Pass,Pass,Pass,
429173,34,CSMBMSB101-AS001,S06AO8,AO2,CSM-FCU-MB-B1-01_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
429298,34,CSMBMSB101-AS001,S06AO8,AO3,CSM-FCU-MB-B3-01_ChwVlvCtl,Chilled Water Valve Control,Pass,Pass,Pass,Pass,Pass,
429174,34,CSMBMSB101-AS001,S06AO8,AO4,CSM-FCU-MB-B1-01_VsdSpdCtl,Unit Vsd Speed Control,Pass,Pass,Pass,Pass,Pass,
429299,34,CSMBMSB101-AS001,S06AO8,AO5,CSM-FCU-MB-B3-01_VsdSpdCtl,Unit Vsd Speed Control,Pass,Pass,Pass,Pass,Pass,
429945,34,CSMBMSB101-AS001,S07DI16,DI1,LiftM28_DwnDir,Lift Running Down,Pass,Pass,Pass,Pass,Pass,
429949,34,CSMBMSB101-AS001,S07DI16,DI10,LiftM28_HomeInFire,Lift in home poisition by fire trip,Pass,Pass,Pass,Pass,Pass,
429941,34,CSMBMSB101-AS001,S07DI16,DI11,LiftM28_CarPosC1,Lift Car Position Cable 1,Pass,Pass,Pass,Pass,Pass,
429942,34,CSMBMSB101-AS001,S07DI16,DI12,LiftM28_CarPosC2,Lift Car Position Cable 2,Pass,Pass,Pass,Pass,Pass,
429943,34,CSMBMSB101-AS001,S07DI16,DI13,LiftM28_CarPosC3,Lift Car Position Cable 2,Pass,Pass,Pass,Pass,Pass,
429944,34,CSMBMSB101-AS001,S07DI16,DI14,LiftM28_CarPosC4,Lift Car Position Cable 2,Pass,Pass,Pass,Pass,Pass,
429951,34,CSMBMSB101-AS001,S07DI16,DI15,LiftM28_OSHiTmp,Lift Out of Service By HiTmp,Pass,Pass,Pass,Pass,Pass,
429955,34,CSMBMSB101-AS001,S07DI16,DI2,LiftM28_UpDir,Lift Running Up,Pass,Pass,Pass,Pass,Pass,
429946,34,CSMBMSB101-AS001,S07DI16,DI3,LiftM28_EmergPb,Lift Emergency Push Button,Pass,Pass,Pass,Pass,Pass,
429950,34,CSMBMSB101-AS001,S07DI16,DI4,LiftM28_OSFlt,Lift OutOfService by Fault,Pass,Pass,Pass,Pass,Pass,
429952,34,CSMBMSB101-AS001,S07DI16,DI5,LiftM28_OSNormal,Lift OutOfService by local and BMS,Pass,Pass,Pass,Pass,Pass,
429953,34,CSMBMSB101-AS001,S07DI16,DI6,LiftM28_OSSts,Lift OutOfService,Pass,Pass,Pass,Pass,Pass,
429948,34,CSMBMSB101-AS001,S07DI16,DI7,LiftM28_GenFlt,Lift General Fault Not OS,Pass,Pass,Pass,Pass,Pass,
429954,34,CSMBMSB101-AS001,S07DI16,DI8,LiftM28_PitLvlAlm,Lift Pit Level Alarm,Pass,Pass,Pass,Pass,Pass,
429947,34,CSMBMSB101-AS001,S07DI16,DI9,LiftM28_FireService,Lift in fire service,Pass,Pass,Pass,Pass,Pass,
428760,34,CSMBMSB101-AS001,S08DOFA12,DO10,CSMBMSB101-AS001_EmEvacCmd,,Pass,Pass,Pass,Pass,Pass,
429183,34,CSMBMSB101-AS001,S08DOFA12,DO11,CSM-FCU-MB-B1-01_SaDmpCtlOpen02,Supply Air Damper Control Open,Pass,Pass,Pass,Pass,Pass,
429184,34,CSMBMSB101-AS001,S08DOFA12,DO3,CSM-FCU-MB-B1-01_Ss,Unit Start Stop Control,Pass,Pass,Pass,Pass,Pass,
